budget,popularity,revenue,runtime,tagline,title,vote_average,vote_count
500000,8.650779,150277,93,Be Careful... She Just Might Take Your Heart.,May,6.3,152
1493619,2.492747,0,90,Partners in survival. Friends for life.,Against the Wild,4.9,19
0,2.756435,23311391,106,The love between a mother and a son knows no Boundraries.,Under the Same Moon,7,28
1700000,18.828683,9700000,88,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,Conquest of the Planet of the Apes,6.1,236
1700000,6.979638,0,130,A young man. An older woman. Her ex-husband. Things are about to explode...,In the Bedroom,6.4,89
2000000,26.281839,572809,108,It's Date Night,I Spit on Your Grave,6.3,519
1700000,2.079125,1943649,98,Escaped convicts disguised as beauty pageant experts? This could get ugly,"Happy, Texas",5.5,39
0,3.939753,0,86,The most dangerous thing to want is more.,My Summer of Love,6,59
1000000,14.017809,4235151,104,,The Lunchbox,7.3,221
0,3.677831,0,100,,Yes,5.9,7
1644736,3.426314,7433101,126,YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!,You Can't Take It With You,7.2,79
1650000,6.915201,30500000,118,Pouring out of impassioned pages...brawling their way to greatness on the screen!,From Here to Eternity,7.2,133
1600000,8.535178,5400000,103,John Ford's New and Finest Picture of the Fighting Cavalry!,She Wore a Yellow Ribbon,7.1,61
0,2.160586,0,102,Would you give up what you need... to get everything you want?,Grace Unplugged,6,24
0,0.796009,6033999,84,This big mouth is ready for the big time,Foolish,6.3,3
0,0.13456,2592808,0,,N-Secure,4.3,4
0,4.554574,0,96,,Caramel,6.8,52
0,3.215465,0,92,,Out of the Dark,4.6,55
0,1.49436,0,114,,The Bubble,7.6,20
1600000,20.810292,4420000,113,Harry Caul is an invader of privacy. The best in the business.,The Conversation,7.5,372
0,0.122704,0,0,,Dil Jo Bhi Kahey...,0,0
0,3.654018,0,123,The Bride Came as Advertised...With an Unadvertised Special,Mississippi Mermaid,6.7,32
0,3.313339,0,111,,I Love Your Work,6.5,2
0,5.379319,0,99,You can't run from what's inside.,Cabin Fever,4.4,111
2000000,9.67299,22179430,108,If only life were as easy as pie,Waitress,6.7,129
1500000,17.49699,11806119,92,The true story of an American ninja.,Bloodsport,6.6,363
1500000,12.2624,9600000,129,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",Mr. Smith Goes to Washington,7.9,241
1500000,13.291991,7412216,91,,Kids,6.8,279
1500000,13.788054,11098131,81,Joint custody blows.,The Squid and the Whale,6.9,226
1000000,3.990215,10013424,97,"When it comes to love, sometimes she just can't think straight.",Kissing Jessica Stein,5.9,48
17000000,6.526588,0,90,,Kickboxer: Vengeance,4.5,99
1500000,11.145915,7000000,111,The maddest love that ever possessed a woman.,Spellbound,7.3,160
0,5.446832,0,103,"In a world of temptation, obsession is the deadliest desire.",Exotica,6.5,64
1500000,10.009994,2375097,110,Billy Brown just got out of jail. Now he's going to serve some real time. He's going home.,Buffalo '66,7.1,166
1500000,58.594852,97009150,103,It's not the house that's haunted.,Insidious,6.8,1737
1500000,11.35344,2300000,92,It’s 4 a.m. Do you know where your car is?,Repo Man,6.7,144
1500000,8.589355,0,114,Sticky & Square,Nine Queens,7.4,153
0,2.828303,0,101,,The Gatekeepers,6.5,39
1500000,3.618646,712294,111,"Selfhood begins with a walking away, and love is proved in the letting go.",The Ballad of Jack and Rose,6.5,43
1500000,15.017068,3566225,104,She's going from straight A's to getting her first F.,The To Do List,5.5,342
1500000,5.817519,418961,96,,Killing Zoe,6.1,111
1500000,9.856826,416925,98,,The Believer,6.8,151
0,4.262374,414404,106,Some will fall. Some will fly.,Snow Angels,6.5,48
0,0.06124,0,93,The Hunt Is On,Unsullied,3,1
1500000,11.064228,373967,100,Fear is a place.,Session 9,6.2,251
0,1.742383,0,80,,I Want Someone to Eat Cheese With,5.7,12
0,0.414754,330048,95,,Mooz-lum,4.5,3
0,12.677016,0,83,Stay out of the swamp.,Hatchet,5.7,159
1,28.27648,8500000,87,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",Modern Times,8.1,856
0,0.87066,0,91,You saw the back-stabbing. Now see the final cut.,Stolen Summer,6.4,9
1500000,7.5591,173066,86,Fearless! Unstoppable! Ready For His Close-Up!,My Name Is Bruce,5.9,107
1500000,2.02817,0,0,Where you get more than just a hair cut!,The Salon,3.5,1
1500000,0.859014,0,97,,Road Hard,6.6,8
1500000,0.071377,0,108,,Forty Shades of Blue,6,2
1200000,0.193172,0,128,,Amigo,6,2
1500000,4.680206,32000,93,Shut up or die.,Pontypool,6.6,183
2000000,1.20173,0,90,Some Things in life you can't leave behind,Trucker,6.8,16
1,0.094105,0,90,"A story about second, second chances",Me You and Five Bucks,10,2
1500000,14.504326,1165882,101,We've been waiting... we've always been waiting,The Lords of Salem,5.1,242
0,10.322858,0,109,Terror Gets Domesticated,Housebound,6.5,358
0,1.404175,0,98,,Wal-Mart: The High Cost of Low Price,6.9,24
1,0.077876,0,87,How far would you go for love?,Fetching Cody,6.8,6
0,0.35819,0,98,,Last I Heard,6,1
9000000,9.159265,0,112,,Closer to the Moon,6.4,13
0,1.893697,1500000,85,,Mutant World,2.6,9
0,0.71087,0,102,It’s better to stand out than to fit in.,Growing Up Smith,7.4,7
0,1.105357,0,102,,Checkmate,4.2,13
1500000,2.815228,0,90,Death is trending.,#Horror,3.3,52
0,0.446858,0,93,,Wind Walkers,7.5,6
1488423,80.171283,184925486,83,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",Snow White and the Seven Dwarfs,6.9,1914
1400000,0.684881,0,106,She is both temptation and salvation.,The Holy Girl,6.8,10
1455000,3.598457,2620000,113,Sean Connery is Shalako! Shalako means action! Action means Bardot!,Shalako,5.4,12
1,1.452152,0,94,,Incident at Loch Ness,5.9,18
2000000,1.193219,0,101,She ended up on the wrong side of right.,The Dog Lover,5.3,6
3150000,8.039223,0,100,Enjoy the show.,GirlHouse,5.2,97
0,2.486992,0,75,,The Blue Room,6.2,32
0,0.43049,0,91,It's where they died.,House at the End of the Drive,0,0
1377800,9.815394,0,105,He's Here Big As Life In A Real Bat-Epic,Batman,6.1,203
1350000,16.032594,3897569,105,A Disgrace to Criminals Everywhere.,"Lock, Stock and Two Smoking Barrels",7.5,1648
0,0.592821,0,104,,The Ballad of Gregorio Cortez,0,0
1300000,10.240917,0,105,,The Celebration,7.7,207
0,3.443916,0,95,,Trees Lounge,6.7,51
1300000,0.072066,639000,135,,Journey from the Fall,5,1
0,0.430758,619042,105,,The Basket,6.5,6
0,0.143784,1632,79,Part muse. Part sleepwalking cannibal.,Eddie: The Sleepwalking Cannibal,6.1,30
0,0.077873,0,135,,Queen of the Mountains,0,0
0,0.319792,0,88,The last defense. The last hope. The battle for the future of the world has begun.,Def-Con 4,2.8,10
1000000,1.600797,0,85,,The Hebrew Hammer,5.9,18
0,0.285131,0,122,Nice is out...Naughty is in,Neal 'n' Nikki,2.3,4
0,5.628399,0,82,,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2,34
0,5.065752,0,103,,Forget Me Not,5,66
1288000,18.426825,6000000,130,The shadow of this woman darkened their love.,Rebecca,7.7,336
1250000,16.517777,21722776,87,The body count continues...,Friday the 13th Part 2,6,315
1250000,6.903314,11000000,101,The screen dares to open the strange and savage pages of a shocking bestseller!,The Lost Weekend,7.4,112
1250000,4.45544,3412497,88,They're not staying down there anymore!,C.H.U.D.,5.3,62
0,0.106949,0,100,This is my life.,Filly Brown,5.9,10
15000000,0.165909,0,87,The lamb who saved the world!,The Lion of Judah,5.8,2
1250000,9.903992,8500000,92,A raging torrent of emotion that even nature can't control!,Niagara,6.7,79
1250000,7.70019,6000000,118,Millions Have Read This Great Novel... Millions more will see an even greater picture!,How Green Was My Valley,6.8,72
0,4.480579,0,123,,Da Sweet Blood of Jesus,4.1,13
1200000,10.869492,0,100,,"Sex, Lies, and Videotape",6.7,185
1200000,63.655973,103911669,103,Live or die. Make your choice.,Saw,7.2,2184
3000000,16.312803,18492362,100,,Super Troopers,6.6,362
1,0.025364,0,99,,The Algerian,0,0
1300000,1.473405,0,87,,The Amazing Catfish,5.7,17
0,8.109958,0,114,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",Monsoon Wedding,6.8,57
0,7.142448,0,111,,You Can Count on Me,6.8,88
1200000,6.920873,7000000,99,A THRILLER with a difference!,The Trouble with Harry,6.9,149
0,4.826908,0,85,A Comedy Of Sexual Disorientation.,But I'm a Cheerleader,6.5,101
1200000,3.085411,2861020,114,Freedom is possible,Home Run,6.3,24
1200000,66.925866,14661007,99,Every dog has his day.,Reservoir Dogs,8,3697
0,1.280733,0,88,,The Blue Bird,6.4,8
1200000,88.377076,6000000,161,For three men the Civil War wasn't hell. It was practice.,"The Good, the Bad and the Ugly",8.1,2311
0,9.683622,0,110,,The Second Mother,7.8,165
1250000,1.6116,0,106,Everybody belongs somewhere,Blue Like Jazz,5.8,25
0,0.002386,0,88,Ain't Rock 'N' Roll a bitch.,Down & Out With The Dolls,0,0
900000,0.097913,25000,97,Capitalizing on hope.,"Pink Ribbons, Inc.",6.8,6
1200000,0.047781,0,85,,Certifiably Jonathan,0,0
1344000,20.422246,0,103,,Desire,4.1,140
0,0.021678,0,98,,The Blade of Don Juan,0,0
0,1.998557,0,88,It's better to burn out than to fade away.,Grand Theft Parsons,6,11
0,8.148187,0,88,UNRATED. A film with many happy endings...,Extreme Movie,3.9,44
1200000,2.968235,2736000,115,"The reckless lancers sweep on and on - so that a woman's heart might not be broken! You're not fighting a single legion - you're fighting the entire British army, Surat Khan!",The Charge of the Light Brigade,6.8,18
0,1.36514,0,0,There's nothing scarier than a blank page.,Below Zero,4.4,12
1200000,0.057564,0,84,,Crowsnest,4.8,12
2600000,8.001156,2850263,91,There are two kinds of people: those who get AIRBORNE...and those who don't.,Airborne,6.1,20
1200000,1.079125,0,97,"Introducing COFFIN ED and GRAVEDIGGER, two detectives only a mother could love.",Cotton Comes to Harlem,6.7,13
0,1.906151,0,91,Every family has its demons. The truth will possess us all.,The Wicked Within,4.2,26
0,0.100533,0,0,,Bleeding Hearts,2,1
3000000,10.230583,18637690,94,What happens in the kitchen ends up on the plate.,Waiting...,6.2,237
0,12.818441,0,90,He's in all of us.,Dead Man's Shoes,7.2,151
1100000,1.220072,1400000,99,Welcome to Oldfield. Stop in for a night of pure terror.,From a Whisper to a Scream,6.8,15
0,0.014406,0,0,,Sex With Strangers,5,1
1596010,0.552361,0,75,,Dracula: Pages from a Virgin's Diary,6.9,8
0,0.147886,0,97,,Faith Like Potatoes,6,9
1100000,7.717237,0,110,Beyond Science. Beyond Sanity. Beyond Control.,Beyond the Black Rainbow,5.7,77
1100000,40.285095,4105187,101,"1 Ruthless Crime Lord, 20 Elite Cops, 30 Floors of Hell",The Raid,7.3,1055
0,0.249457,0,90,How Do You Kill Something That's Already Dead?,The Dead Undead,3.1,6
0,0.447166,0,0,The public were never meant to know,The Vatican Exorcisms,4.4,11
878000,43.729123,10462500,102,They had a date with fate in Casablanca!,Casablanca,7.9,1422
0,4.653047,0,84,If you've never seen a ghost... Look closer.,Lake Mungo,6.1,90
1250000,3.000435,0,156,Welcome to the world of sales boss!,Rocket Singh: Salesman of the Year,7,27
1000000,11.095414,0,89,Amazing companions on an incredible journey...that journeys beyond imagination!,Silent Running,6.3,177
1000000,72.19808,117235147,119,His whole life was a million-to-one shot.,Rocky,7.5,1791
0,0.926084,0,92,,The Sleepwalker,4.1,7
1000000,2.833166,37600000,128,Tom Jones! . . . loves and loves and loves and loves . . .,Tom Jones,6.1,39
1000000,41.972329,62882090,82,"Online, your memories last forever. But so do your mistakes.",Unfriended,5.5,1047
1300000,58.845025,28262574,114,"On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,8,2535
1000000,6.532855,17985893,91,Imagine your worst fear a reality,The Howling,6.4,161
950000,48.901542,59600000,110,NOW meet the most extraordinary gentleman spy in all fiction!,Dr. No,6.9,940
0,20.649145,18112929,88,Experience the fallout,Chernobyl Diaries,4.9,483
1000000,22.583834,14564027,94,He'll tear your soul apart.,Hellraiser,6.9,449
5000000,6.96858,23507567,121,,God's Not Dead 2,5.7,72
1000000,6.926926,10047674,90,Nobody believes a liar...even when they're telling the truth.,Cry_Wolf,5.6,126
1000000,3.322721,10037390,107,Get ready to crumble.,Godzilla 2000,5.9,43
3500000,26.881611,16566240,112,Nobody Baby But You And Me,Blue Valentine,6.9,890
1000000,9.773398,13350369,103,Life is a Journey. Bring an Open Mind.,Transamerica,6.9,144
1000000,13.152822,101758490,83,No soul is safe.,The Devil Inside,4.6,262
2090000,4.289003,40000000,109,This Is Not A Sequel. There Has Never Been Anything Like It!,Beyond the Valley of the Dolls,6.6,53
1000000,1.444258,9000000,89,HEAR ELVIS SING . . .,Love Me Tender,5.5,21
1000000,14.139004,46243000,100,By far the most terrifying film you will ever see.,An Inconvenient Truth,6.7,251
1000000,3.851,7800000,100,A Great Human Story... Makes A Mighty Motion Picture!!!,Sands of Iwo Jima,6.2,33
0,2.162522,0,122,A master director shining his light on the best rock band on the planet.,Shine a Light,7.2,44
5000000,17.845161,6833445,100,Fear will eat you alive.,The Green Inferno,5,349
0,0.42583,0,109,,Departure,7.5,12
1000000,9.115486,9138338,98,The festival hit of the year!,The Sessions,6.6,179
0,15.017162,0,94,You'll never look at dinner the same way again.,"Food, Inc.",7.4,217
0,1.86221,5355847,107,Every Life Is Beautiful,October Baby,6.8,35
0,1.334481,0,96,Romance Is Her Destination.,Next Stop Wonderland,6,20
0,15.699363,5284309,90,Family is a cruel joke.,The Skeleton Twins,6.7,292
0,17.806082,3538446,101,You can get away. But you can never escape.,Martha Marcy May Marlene,6.7,277
0,10.12895,3123963,83,,Obvious Child,6.7,187
0,4.805651,0,97,,Frozen River,6.7,99
1000000,5.247956,0,89,,20 Feet from Stardom,7.4,85
1000000,4.86805,2057193,84,Thanks to his two girlfriends Blake is about to learn a new sexual position. Honesty,Two Girls and a Guy,5.4,24
0,0.367312,0,86,A movie for everyone who wants to get married and stay single at the same time.,Walking and Talking,6.6,7
1000000,5.323184,1678874,92,A lack of consumer confidence... or conspiracy?,Who Killed the Electric Car?,7.2,59
1000000,3.424158,1744858,94,,The Broken Hearts Club: A Romantic Comedy,6.3,25
1000000,9.954848,0,92,The King vs. The King of the Dead.,Bubba Ho-tep,6.7,191
1,0.29245,0,100,Words make sense of a world that won't.,Slam,6.7,7
1000000,0.280083,852206,119,,Brigham City,7.3,4
1000000,0.043023,623791,170,In Search of her brother,Fiza,6.1,7
1000000,5.06516,0,94,Fighting crime never felt so good!,Orgazmo,6.2,115
0,3.65924,0,108,Love is a puzzle. These are the pieces.,All the Real Girls,5.9,30
0,0.948316,0,97,"An oddball odyssey about voyeurism, LSD and nude bowling!",Dream with the Fishes,7.7,10
1000000,0.672695,464000,92,Ready or not... the future comes just the same.,Blue Car,6.7,13
0,16.570708,0,100,,Palo Alto,6.4,348
0,0.51799,0,120,,Ajami,6.8,27
0,8.542921,0,88,"Life is a trip, but the afterlife is one hell of a ride",Wristcutters: A Love Story,6.7,160
0,37.555398,336472,106,,I Origins,7.5,1063
1000000,5.20209,0,79,"When you're 17, every day is war.",The Battle of Shaker Heights,5.6,17
1000000,8.887411,444575,115,"A story of killers who win, and the society they build.",The Act of Killing,7.5,210
1000000,0.748565,274661,106,"In 2002, a young cap driver picked up a few passengers near his home in Afghanistan... He never returned",Taxi to the Dark Side,6.6,53
1000000,0.436148,0,97,The untold story of the team that had America at its feet.,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7,3
0,0.030253,0,120,,Guiana 1838,2.8,3
0,0.690089,0,90,,Lisa Picard Is Famous,4,1
1000000,1.883947,0,92,Step Outside The Box,Antarctica: A Year on Ice,7.2,29
650000,1.631274,0,93,,A LEGO Brickumentary,6.4,55
1000000,0.341461,0,114,What do you do when your life does a 180?,Hardflip,4.7,5
0,0.887821,0,200,,Chocolate: Deep Dark Secrets,3.4,6
0,8.628485,0,95,Talk on the phone. Finish your homework. Watch TV. Die.,The House of the Devil,6,197
0,6.507094,14870,93,Dinner Parties Are A Dying Art.,The Perfect Host,6.2,135
0,1.190729,0,88,Welcome to the world of disorganised crime.,Safe Men,6.3,16
1000000,0.340019,0,104,There's no place for dreams on the streets of Vegas,Speedway Junky,5.2,7
0,0.678475,0,98,"The culture is going down on itself... go ahead, Scream!",The Last Big Thing,6,3
